0.6066651285000728			ورزش			ورزشی
0.5125899412547701			ورزش			تیم
0.27940208415993845			ورزش			فوتبال
0.2652457402471307			اجتماعی			اجتماعی
0.25844035924495046			سیاسی			سیاسی
0.23294467669644447			اقتصاد			اقتصادی
0.21788331287205187			ورزش			جام
0.2090918138886383			ورزش			بازی
0.19542589855526346			ورزش			قهرمانی
0.15566558060754854			ورزش			بازیکن
0.14094332115775804			ورزش			بازیکنان
0.13533982999148722			ورزش			فدراسیون
0.13306248745718066			ورزش			مسابقات
0.12509748665731002			اقتصاد			دلار
0.12387044258753815			سیاسی			اسلامی
0.11821141636192169			ورزش			آسیا
0.1146950017800481			ورزش			مسابقه
0.1140206966241917			اقتصاد			قیمت
0.1134831347641388			اقتصاد			گذاری
0.11328410621478852			ورزش			باشگاههای
0.11273373454338495			اقتصاد			سرمایه
0.10931563654793641			ورزش			بازیهای
0.10874882416655066			اقتصاد			صنایع
0.10661024926079699			ورزش			رقابت
0.10563437572591469			سیاسی			مجلس
0.10476214739486704			سیاسی			شورای
0.10132497005356525			اقتصاد			بازار
0.10095570319572097			اقتصاد			تولید
0.09401746819299886			ورزش			مربی
0.09140436269191528			ورزش			حریف
0.09022367083066321			ورزش			باشگاه
0.08948333828987255			اقتصاد			میلیارد
0.08684506234446933			ورزش			شکست
0.0867701387048685			سیاسی			مردم
0.08486700949697017			اقتصاد			ارزی
0.08224267392496053			سیاسی			انتخابات
0.08209988498240162			ورزش			قهرمان
0.08091941638521742			اقتصاد			نفت
0.07932599782826318			اقتصاد			صنعتی
0.07829396828217396			اقتصاد			ریال
0.07820761648407121			سیاسی			آیت
0.07751921262462282			سیاسی			معظم
0.07721587308893958			ادب و هنر			هنری
0.0769002487464576			اقتصاد			صادرات
0.07689579408224381			ورزش			پرسپولیس
0.07688244381572704			ورزش			تیمی
0.0749447910791459			ورزش			ورزشگاه
0.0747383725141105			اجتماعی			دادگاه
0.07297744514903971			ورزش			گروه
0.07184396003665522			اقتصاد			تولیدی
0.06983157078885317			ورزش			مربیان
0.06869419243815464			اقتصاد			درصد
0.06868019732728065			ورزش			گل
0.0686070970189229			اقتصاد			افزایش
0.06832052356036344			سیاسی			خاتمی
0.06826468723656437			ادب و هنر			فیلم
0.06810426865305044			اقتصاد			پتروشیمی
0.06782220285348677			ورزش			مصاف
0.06777347239909731			اقتصاد			ارز
0.06689408370211908			ورزش			المپیک
0.06625220282313704			سیاسی			آقای
0.06602963381441423			سیاسی			انقلاب
0.06595997577004885			اقتصاد			سهام
0.06444264776598559			سیاسی			جمهوری
0.06442373217254699			ورزش			لیگ
0.06426063231123011			ورزش			دولت
0.06422398331339843			اقتصاد			توسعه
0.06337022466978964			اجتماعی			روزنامه
0.06276435352688606			ورزش			والیبال
0.0622468210712316			ورزش			سرمربی
0.06014280471296985			اقتصاد			صنعت
0.05689598243432739			ورزش			گزارش
0.056789246791118075			ورزش			حریفان
0.05633459571493621			ورزش			مهاجم
0.05616330549477383			اقتصاد			فروش
0.0561221994355356			اقتصاد			میلیون
0.056044986890015566			ورزش			میزبان
0.055969153578359646			ورزش			دروازه
0.055604026987407996			سیاسی			رهبری
0.05529092511214517			سیاسی			رئیس
0.054928121006289285			اقتصاد			اقتصاد
0.054735703855865944			سیاسی			اسلام
0.0540492340599832			اقتصاد			هزار
0.053702204482897524			سیاسی			الله
0.053538606711570194			سیاسی			نگهبان
0.053528230413002			اقتصاد			پارس
0.0532794790888816			سیاسی			ایرنا
0.05275388123957395			سیاسی			نظام
0.05274321517719581			ورزش			گفت
0.0526517948908847			ورزش			وزارت
0.052375544875311895			اجتماعی			خانواده
0.051557958897497716			ورزش			تاکید
0.05119391273480646			ورزش			برتری
0.05098928073525208			ادب و هنر			سینمای
0.05073569395490872			ورزش			ورزش
0.050734280907755835			ورزش			رده
0.05057902541763896			ورزش			وزیر
0.05055828156187188			ادب و هنر			نمایش
0.05017835938124858			اقتصاد			معامله
0.05012298550595778			ورزش			پیروزی
